step 0, loss 0.8543756008148193
step 7793, loss 0.18028654491264198
step 7794, loss 0.18532563002728142
step 7795, loss 0.1857730008824711
step 7796, loss 0.18658570417738363
step 7797, loss 0.1831582066623247
step 7798, loss 0.18431242351602403
step 7799, loss 0.18718763182941872
step 7800, loss 0.19364888957485973
step 7801, loss 0.1962648078025468
step 7802, loss 0.19559477217982005
step 7803, loss 0.19326702011814526
step 7804, loss 0.19562509584299456
step 7805, loss 0.18478378365521192
step 7806, loss 0.18026460000948213
step 7807, loss 0.18891377856501435
step 7808, loss 0.19299665638955082
step 7809, loss 0.20883063568906468
step 7810, loss 0.2126543411097212
step 7811, loss 0.19751966045629532
step 7812, loss 0.19706108015476065
step 7813, loss 0.19586439587204216
step 7814, loss 0.1917372360008528
step 7815, loss 0.1883208585540268
step 7816, loss 0.18535134191153765
step 7817, loss 0.1841832622424214
step 7818, loss 0.18424219857473215
step 7819, loss 0.1864751634372983
step 7820, loss 0.18427303201321188
step 7821, loss 0.18585467874732695
step 7822, loss 0.18585902338976037
step 7823, loss 0.1766075541295502
step 7824, loss 0.18102051464181187
step 7825, loss 0.18043358010763863
step 7826, loss 0.1759454180244947
step 7827, loss 0.17347295309105618
step 7828, loss 0.17701904527842197
step 7829, loss 0.17906445758789055
step 7830, loss 0.17627949116154856
step 7831, loss 0.17827764240674093
step 7832, loss 0.1781126819947831
step 7833, loss 0.17620362605745843
step 7834, loss 0.17984381406988428
step 7835, loss 0.18035890689032427
step 7836, loss 0.18216539052609043
step 7837, loss 0.18032358998790476
step 7838, loss 0.1844780243760505
step 7839, loss 0.18428452885086763
step 7840, loss 0.18605798103751625
step 7841, loss 0.1892437617630531
step 7842, loss 0.19153548455096214
step 7843, loss 0.18807707586160538
step 7844, loss 0.1870052742207459
step 7845, loss 0.1837720090667377
step 7846, loss 0.18581703882097933
step 7847, loss 0.19090164822947742
step 7848, loss 0.18819560667227295
step 7849, loss 0.18541806692198445
step 7850, loss 0.17910452116413889
step 7851, loss 0.1798242726524232
step 7852, loss 0.18338516193028315
step 7853, loss 0.18284830305632374
step 7854, loss 0.1843255983619966
step 7855, loss 0.18455212505123716
step 7856, loss 0.18442805431599946
step 7857, loss 0.18561123301668941
step 7858, loss 0.18182666590884908
step 7859, loss 0.19023296676047668
step 7860, loss 0.18654239572854067
step 7861, loss 0.18818658796940352
step 7862, loss 0.18912732638115382
step 7863, loss 0.1896711323010447
step 7864, loss 0.18949993401892684
step 7865, loss 0.18422258898730012
step 7866, loss 0.18779568080706835
step 7867, loss 0.17878182564321257
step 7868, loss 0.17506879568823963
step 7869, loss 0.17267014980967751
step 7870, loss 0.17662122309794348
step 7871, loss 0.1795923840456336
step 7872, loss 0.17678781432984436
step 7873, loss 0.17737177833686618
step 7874, loss 0.1783617048690052
step 7875, loss 0.17785045438075048
step 7876, loss 0.18008650481460078
step 7877, loss 0.1880066168882631
step 7878, loss 0.18645601772470916
step 7879, loss 0.1963197556424467
step 7880, loss 0.19654468899562907
step 7881, loss 0.19464779232974308
step 7882, loss 0.18902180494399778
step 7883, loss 0.1950933402913682
step 7884, loss 0.197521009993959
step 7885, loss 0.18896656091726588
step 7886, loss 0.183766202828736
step 7887, loss 0.18393942865859053
step 7888, loss 0.18250889617023391
step 7889, loss 0.18794652108386925
step 7890, loss 0.18098533407481704
step 7891, loss 0.18614170183806594
step 7892, loss 0.18387475368442216
step 7893, loss 0.1765367001926489
step 7894, loss 0.1805027583809722
step 7895, loss 0.17424839671600123
step 7896, loss 0.175624343181982
step 7897, loss 0.17583417513251395
step 7898, loss 0.1848442877973326
step 7899, loss 0.1769132085721381
step 7900, loss 0.17028007668978162
step 7901, loss 0.17031667765432168
step 7902, loss 0.17929336252618047
step 7903, loss 0.18197151115067195
step 7904, loss 0.17365854463452748
step 7905, loss 0.1808069495690583
step 7906, loss 0.18418408170336953
step 7907, loss 0.18126399727160758
step 7908, loss 0.18399230460669125
step 7909, loss 0.1893437265188592
step 7910, loss 0.19322054018060245
step 7911, loss 0.18333459284436593
step 7912, loss 0.19049009430287978
step 7913, loss 0.1877452350963238
step 7914, loss 0.1748043742605224
step 7915, loss 0.1719976064707197
step 7916, loss 0.176010448975446
step 7917, loss 0.18426053456343605
step 7918, loss 0.17698036192545946
step 7919, loss 0.17336994313022186
step 7920, loss 0.17968965383905788
step 7921, loss 0.18356862645630798
step 7922, loss 0.1909903494830557
step 7923, loss 0.20050651803454417
step 7924, loss 0.20135260350859754
step 7925, loss 0.19185027981421288
step 7926, loss 0.19047869000990036
step 7927, loss 0.1905283667518989
step 7928, loss 0.19408948611089252
step 7929, loss 0.1994352673667848
step 7930, loss 0.2038089619736236
step 7931, loss 0.1971422541135873
step 7932, loss 0.19656384509751132
step 7933, loss 0.19671419133498308
step 7934, loss 0.19031807067770395
step 7935, loss 0.19025216057400676
step 7936, loss 0.18395825971216653
step 7937, loss 0.18319989218459157
step 7938, loss 0.18233265555631187
step 7939, loss 0.17336615094600083
step 7940, loss 0.16618366765133705
step 7941, loss 0.17518206590848118
step 7942, loss 0.1682608871558632
step 7943, loss 0.16299712424570253
step 7944, loss 0.17301507680202063
step 7945, loss 0.1639877972476292
step 7946, loss 0.16180238134914116
step 7947, loss 0.1661909878902448
step 7948, loss 0.16880928820247765
step 7949, loss 0.17158927034624205
step 7950, loss 0.17488630424101162
step 7951, loss 0.17469595053934164
step 7952, loss 0.17338131379315055
step 7953, loss 0.17808759073521613
step 7954, loss 0.19124632948731707
step 7955, loss 0.19370928443159455
step 7956, loss 0.18911266359703952
step 7957, loss 0.17741773307040823
step 7958, loss 0.17840509515746378
step 7959, loss 0.17560292990574786
step 7960, loss 0.172407141729321
step 7961, loss 0.17601145929467016
step 7962, loss 0.1836053844663918
step 7963, loss 0.18719719496727766
step 7964, loss 0.18861959857369168
step 7965, loss 0.1982315047021929
step 7966, loss 0.2055260893794498
step 7967, loss 0.20734035883181703
step 7968, loss 0.20747875792235207
step 7969, loss 0.20969434191986985
step 7970, loss 0.21308078417365311
step 7971, loss 0.21500092937813303
step 7972, loss 0.21686866904139013
step 7973, loss 0.23114834152018568
step 7974, loss 0.2301579736681778
step 7975, loss 0.2337981483052968
step 7976, loss 0.23223633057273618
step 7977, loss 0.24407574671265952
step 7978, loss 0.24533177141330367
step 7979, loss 0.24989000610096807
step 7980, loss 0.23828972713574967
step 7981, loss 0.2343931138791907
step 7982, loss 0.22863757225378764
step 7983, loss 0.22255431961272132
step 7984, loss 0.22142017946768378
step 7985, loss 0.21748617946620502
step 7986, loss 0.2193227722601508
step 7987, loss 0.2177631510218753
step 7988, loss 0.21187095817215207
step 7989, loss 0.21354782262105015
step 7990, loss 0.2079073161958897
step 7991, loss 0.20837162623517907
step 7992, loss 0.20748561492305873
step 7993, loss 0.20357113961048615
step 7994, loss 0.20032141849697552
step 7995, loss 0.2057481400248491
step 7996, loss 0.20809192586634306
step 7997, loss 0.19670240323567761
step 7998, loss 0.1955029643251691
step 7999, loss 0.19338687449760977
step 8000, loss 0.19397363832653533
step 8001, loss 0.1925336549078909
step 8002, loss 0.19155338669378943
step 8003, loss 0.18952054170870233
step 8004, loss 0.19039246637913687
step 8005, loss 0.18205278843009268
step 8006, loss 0.17792926039722975
step 8007, loss 0.17861341959024146
step 8008, loss 0.1711671116273225
step 8009, loss 0.17286777010446377
step 8010, loss 0.17512733051972618
step 8011, loss 0.17456677534994808
step 8012, loss 0.17339106332198376
step 8013, loss 0.1736052000308239
step 8014, loss 0.17746859167076975
step 8015, loss 0.17255836165599076
step 8016, loss 0.17499531599866197
step 8017, loss 0.18369359337973756
step 8018, loss 0.18201648947913793
step 8019, loss 0.17733697525250328
step 8020, loss 0.17410262016881178
step 8021, loss 0.17872120817090872
step 8022, loss 0.18036916595327085
step 8023, loss 0.17459554217720533
step 8024, loss 0.1782550580125854
step 8025, loss 0.18045691551165036
step 8026, loss 0.19251984567698466
step 8027, loss 0.19506548086932265
step 8028, loss 0.19727981603262693
step 8029, loss 0.19363336130486014
step 8030, loss 0.18910350827431155
step 8031, loss 0.1898979031567765
step 8032, loss 0.19244260938689045
step 8033, loss 0.19204383359901547
step 8034, loss 0.19159999579089082
step 8035, loss 0.19174677660969375
step 8036, loss 0.1881806108138634
step 8037, loss 0.18466167027786431
step 8038, loss 0.18570469506116266
step 8039, loss 0.17788740415154297
step 8040, loss 0.18417300211291074
step 8041, loss 0.1884289019724777
step 8042, loss 0.18842853010485028
step 8043, loss 0.19185940236559024
step 8044, loss 0.19358032027522187
step 8045, loss 0.19612550657665248
step 8046, loss 0.20045334179707333
step 8047, loss 0.2006822622970459
step 8048, loss 0.20179921214184615
step 8049, loss 0.18835868529440272
step 8050, loss 0.184864153790128
step 8051, loss 0.18766096561639167
step 8052, loss 0.1854230194940149
step 8053, loss 0.1795116167951208
step 8054, loss 0.1723667831738515
step 8055, loss 0.1793623478579274
step 8056, loss 0.17941293371031444
step 8057, loss 0.18338479625263596
step 8058, loss 0.17446821207176552
step 8059, loss 0.19190515823099827
step 8060, loss 0.19583322924614383
step 8061, loss 0.20507309128857049
step 8062, loss 0.20537926366939896
step 8063, loss 0.20704559634043057
step 8064, loss 0.2053166790298815
step 8065, loss 0.2026635107540067
step 8066, loss 0.19916091237750436
step 8067, loss 0.19332354850429403
step 8068, loss 0.19036113697461585
step 8069, loss 0.18612849096809894
step 8070, loss 0.18080728096087342
step 8071, loss 0.18037903465914337
step 8072, loss 0.18970095358569272
step 8073, loss 0.20042998709331913
step 8074, loss 0.20412695215389995
step 8075, loss 0.20423114573579312
step 8076, loss 0.19943409361500694
step 8077, loss 0.19511425821238002
step 8078, loss 0.19419072265851414
step 8079, loss 0.19079031075919792
step 8080, loss 0.1935531544019442
step 8081, loss 0.19103475338187764
step 8082, loss 0.19071771287292497
step 8083, loss 0.18722303286227815
step 8084, loss 0.1884633741530767
step 8085, loss 0.18467165306982317
step 8086, loss 0.18460914888182509
step 8087, loss 0.17795069499193933
step 8088, loss 0.17621068790596103
step 8089, loss 0.18047374607659616
step 8090, loss 0.17993268330279502
step 8091, loss 0.18410565071746868
step 8092, loss 0.18303461623291814
step 8093, loss 0.1860890440830646
step 8094, loss 0.18647066676816865
step 8095, loss 0.1905701049345868
step 8096, loss 0.18898336334629093
step 8097, loss 0.1936762339794925
step 8098, loss 0.18995025368848065
step 8099, loss 0.18861995290802674
step 8100, loss 0.1913107974924453
step 8101, loss 0.19863479527215433
step 8102, loss 0.20141972922426707
step 8103, loss 0.19659987529941422
step 8104, loss 0.20003545678402207
step 8105, loss 0.20003645178745885
step 8106, loss 0.19697565189365177
step 8107, loss 0.19297587291625407
step 8108, loss 0.19741092845404684
step 8109, loss 0.1955998083168674
step 8110, loss 0.1923865577770241
step 8111, loss 0.20242741118606639
step 8112, loss 0.19720735619130772
step 8113, loss 0.19944561543759443
step 8114, loss 0.20087316205528444
step 8115, loss 0.20526753428960204
step 8116, loss 0.20139852371857486
step 8117, loss 0.19995730853419832
step 8118, loss 0.20009575846500396
step 8119, loss 0.1965007146838951
step 8120, loss 0.19338193481954763
step 8121, loss 0.18559683661871698
step 8122, loss 0.17528115109694195
step 8123, loss 0.1732236733683246
step 8124, loss 0.18412606930568495
step 8125, loss 0.18570953770728124
step 8126, loss 0.19291359929070961
step 8127, loss 0.18892701787793123
step 8128, loss 0.18722151359656589
step 8129, loss 0.18084662533467238
step 8130, loss 0.18033396342395447
step 8131, loss 0.18137235765754017
step 8132, loss 0.178288024590303
step 8133, loss 0.17794079356720105
step 8134, loss 0.17836453115937165
step 8135, loss 0.1781520330548023
step 8136, loss 0.17725137176868927
step 8137, loss 0.17644460024914993
step 8138, loss 0.17770671119524706
step 8139, loss 0.18175188097566666
step 8140, loss 0.18900433832297
step 8141, loss 0.18737712044020838
step 8142, loss 0.183791697369519
step 8143, loss 0.18379435421213788
step 8144, loss 0.18389788402186588
step 8145, loss 0.1796076607680329
step 8146, loss 0.19172439086222723
step 8147, loss 0.20013781584308216
step 8148, loss 0.1958305465907365
step 8149, loss 0.2032853926179269
step 8150, loss 0.2066429658196085
step 8151, loss 0.20220574171498837
step 8152, loss 0.21125706521709642
step 8153, loss 0.20313312102591885
step 8154, loss 0.1987732334962716
step 8155, loss 0.19122572472970756
step 8156, loss 0.19358656911207206
step 8157, loss 0.18334596179264456
step 8158, loss 0.18714452823106353
step 8159, loss 0.19269936418626224
step 8160, loss 0.19554391923034353
step 8161, loss 0.18753390987948326
step 8162, loss 0.1821423946044065
step 8163, loss 0.18645547582696834
step 8164, loss 0.19271314520231747
step 8165, loss 0.19861670176916002
step 8166, loss 0.2005843073791207
step 8167, loss 0.20190892076485825
step 8168, loss 0.2069654416083706
step 8169, loss 0.20360669651979918
step 8170, loss 0.21039760553259892
step 8171, loss 0.21325725564437428
step 8172, loss 0.2015151359058379
step 8173, loss 0.1980630243495368
step 8174, loss 0.20188421022968855
step 8175, loss 0.20333683948586018
step 8176, loss 0.20423900152030258
step 8177, loss 0.19983491806491616
step 8178, loss 0.19175435386572243
step 8179, loss 0.19276356502599085
step 8180, loss 0.18616249088251502
step 8181, loss 0.1892216005069367
step 8182, loss 0.19268693609318305
step 8183, loss 0.1935587726528749
step 8184, loss 0.19613815866368758
step 8185, loss 0.19317280074171198
step 8186, loss 0.1994289203305123
step 8187, loss 0.19251551572851042
step 8188, loss 0.19474929730032414
step 8189, loss 0.19446907782496092
step 8190, loss 0.19792978624052773
step 8191, loss 0.1920674859840897
step 8192, loss 0.19160819971792944
step 8193, loss 0.18336629874318583
step 8194, loss 0.1856106743825353
step 8195, loss 0.20314734807129595
step 8196, loss 0.20178576675518656
step 8197, loss 0.20732059509275233
step 8198, loss 0.20336820272253045
step 8199, loss 0.20175556320827684
step 8200, loss 0.21509049515916243
step 8201, loss 0.2182629571645856
step 8202, loss 0.2031373411079705
step 8203, loss 0.20549730774704758
step 8204, loss 0.2070482207859529
step 8205, loss 0.2068793595008528
step 8206, loss 0.20473048718325576
step 8207, loss 0.20897529093818917
step 8208, loss 0.20847472609636533
step 8209, loss 0.21330592389307035
step 8210, loss 0.1993390197044755
step 8211, loss 0.1963170416193734
step 8212, loss 0.19579933408238268
step 8213, loss 0.1973027034700314
step 8214, loss 0.19484268970195054
step 8215, loss 0.18580123496267437
step 8216, loss 0.18182134072971262
step 8217, loss 0.19124322927884982
step 8218, loss 0.18887252477013522
step 8219, loss 0.18916404575589407
step 8220, loss 0.18685418215825952
step 8221, loss 0.1864739642807972
step 8222, loss 0.18347172763369665
step 8223, loss 0.18226326399822998
step 8224, loss 0.17904309833449097
step 8225, loss 0.17690814350010728
step 8226, loss 0.17184123677577176
step 8227, loss 0.17182988330035445
step 8228, loss 0.18047099474944803
step 8229, loss 0.17871197310577155
step 8230, loss 0.17844294381878067
step 8231, loss 0.18594816213316878
step 8232, loss 0.18289975570559944
step 8233, loss 0.18213052672374647
step 8234, loss 0.18050106128062368
step 8235, loss 0.18499313825373853
step 8236, loss 0.1815570864141435
step 8237, loss 0.1862005105370686
step 8238, loss 0.18222422248909526
step 8239, loss 0.181771683813241
step 8240, loss 0.17833772133687753
step 8241, loss 0.18283200708835975
step 8242, loss 0.18370742602178147
step 8243, loss 0.18469342294062996
step 8244, loss 0.1833554911857172
step 8245, loss 0.18330127074527658
step 8246, loss 0.18426655001230166
step 8247, loss 0.18142398387301378
step 8248, loss 0.1766061278293289
step 8249, loss 0.1739656024077318
step 8250, loss 0.18382205303598478
step 8251, loss 0.18042891683658097
step 8252, loss 0.17803583409619453
step 8253, loss 0.17843186288683524
step 8254, loss 0.17581382479914048
step 8255, loss 0.17543371248228568
step 8256, loss 0.17975657488092678
step 8257, loss 0.18060260836945383
step 8258, loss 0.18288871340155372
step 8259, loss 0.1865543755191544
step 8260, loss 0.18907414516490514
step 8261, loss 0.19081135965003207
step 8262, loss 0.19088702091527254
step 8263, loss 0.19579930623429065
step 8264, loss 0.19529006797126275
step 8265, loss 0.20082409904645093
step 8266, loss 0.20261662506681272
step 8267, loss 0.20639534715075722
step 8268, loss 0.20141160270505637
step 8269, loss 0.20045013976931714
step 8270, loss 0.20223338830030094
step 8271, loss 0.19960010433992265
step 8272, loss 0.1988452841472672
step 8273, loss 0.19833386417913856
step 8274, loss 0.20763508209605597
step 8275, loss 0.20395271684842928
step 8276, loss 0.2019197452615287
step 8277, loss 0.20661731587802643
step 8278, loss 0.21293463433046886
step 8279, loss 0.2147732283853866
step 8280, loss 0.2141315763756672
step 8281, loss 0.20462508653685804
step 8282, loss 0.2044703080214741
step 8283, loss 0.20095702385524053
step 8284, loss 0.20216955431359238
step 8285, loss 0.20604052264741562
step 8286, loss 0.20582503932045254
step 8287, loss 0.19234662002914865
step 8288, loss 0.20150336694652188
step 8289, loss 0.20197116498888446
step 8290, loss 0.19562254546351057
step 8291, loss 0.2008635538661494
step 8292, loss 0.20881016890800128
step 8293, loss 0.1966698952668559
step 8294, loss 0.19726701868954166
step 8295, loss 0.19995862656876026
step 8296, loss 0.20951894593874734
step 8297, loss 0.20520525431013217
step 8298, loss 0.20990795125403505
step 8299, loss 0.21151841041301342
step 8300, loss 0.21035325846244085
step 8301, loss 0.21476584662052264
step 8302, loss 0.20851902355896476
step 8303, loss 0.20737458339465
step 8304, loss 0.2041597327989251
step 8305, loss 0.20229837400334275
step 8306, loss 0.19801692905381796
step 8307, loss 0.19781592853983176
step 8308, loss 0.19080812813150821
step 8309, loss 0.1906042672512645
step 8310, loss 0.1889586517796857
step 8311, loss 0.18818313952558724
step 8312, loss 0.18629402139431375
step 8313, loss 0.1838035632846904
step 8314, loss 0.18234017190439872
step 8315, loss 0.18464027968439495
step 8316, loss 0.18303243035727473
step 8317, loss 0.18956316007364155
step 8318, loss 0.19386094951500024
step 8319, loss 0.19197446385505373
step 8320, loss 0.19874364685549656
step 8321, loss 0.2037387703496306
step 8322, loss 0.21085239183647236
step 8323, loss 0.2040886884785545
step 8324, loss 0.20483542584093084
step 8325, loss 0.19939044954817
step 8326, loss 0.20042609282529805
step 8327, loss 0.19859314508613754
step 8328, loss 0.1936076675120903
step 8329, loss 0.1906764576671046
step 8330, loss 0.19561297921873824
step 8331, loss 0.19499092306379404
step 8332, loss 0.1928112522275799
step 8333, loss 0.19404672373934567
step 8334, loss 0.1896463285947202
step 8335, loss 0.1869956777451359
step 8336, loss 0.1855370500050118
step 8337, loss 0.1826314432944772
step 8338, loss 0.18311095865302537
step 8339, loss 0.18576321868657997
step 8340, loss 0.1882927107980245
step 8341, loss 0.1892335285100693
step 8342, loss 0.19385171258628558
step 8343, loss 0.1870323850886243
step 8344, loss 0.18474039740945852
step 8345, loss 0.19184342897760231
step 8346, loss 0.1909424428060117
step 8347, loss 0.18401070436070524
step 8348, loss 0.18398544788566376
step 8349, loss 0.1812407472748203
step 8350, loss 0.17885926655101564
step 8351, loss 0.17426735721082498
step 8352, loss 0.17502106930659123
step 8353, loss 0.17903510963182961
step 8354, loss 0.1826764038377522
step 8355, loss 0.19297653655769098
step 8356, loss 0.1930720453312546
step 8357, loss 0.19167697830652147
step 8358, loss 0.19690847012688176
step 8359, loss 0.1852028014953982
step 8360, loss 0.18468639785314062
step 8361, loss 0.18173868835804874
step 8362, loss 0.18761314047132147
step 8363, loss 0.18900223308283878
step 8364, loss 0.19025590628515596
step 8365, loss 0.18125778460619674
step 8366, loss 0.18048167101250137
step 8367, loss 0.17952787016367358
step 8368, loss 0.18238693297984102
step 8369, loss 0.19285559792293816
step 8370, loss 0.20843099181926586
step 8371, loss 0.22219975255497995
step 8372, loss 0.23048958893926774
step 8373, loss 0.22381310358326287
step 8374, loss 0.22610243136895286
step 8375, loss 0.22441127725135615
step 8376, loss 0.22328463340721724
step 8377, loss 0.21794615070452272
step 8378, loss 0.21391376597073655
step 8379, loss 0.20750915177810472
step 8380, loss 0.21367466898097054
step 8381, loss 0.2150599013388168
step 8382, loss 0.21659187978088956
step 8383, loss 0.20761396889907213
step 8384, loss 0.20582490478475773
step 8385, loss 0.2136897115217437
step 8386, loss 0.20629483029009013
step 8387, loss 0.2023756658860544
step 8388, loss 0.20545792333738505
step 8389, loss 0.20263912158420533
step 8390, loss 0.20153730848918128
step 8391, loss 0.19639425044795664
step 8392, loss 0.18709676026291364
step 8393, loss 0.18031472392964404
step 8394, loss 0.18373338217814006
step 8395, loss 0.17375718505930218
step 8396, loss 0.1770052562810598
step 8397, loss 0.17122873148241205
step 8398, loss 0.1675750596605411
step 8399, loss 0.1754854202225212
step 8400, loss 0.18113271563837563
step 8401, loss 0.17717778834333692
step 8402, loss 0.17426535325614223
step 8403, loss 0.16770683232576497
step 8404, loss 0.16479107591775818
step 8405, loss 0.1579685429030755
step 8406, loss 0.1513840364778726
step 8407, loss 0.15064381426853138
step 8408, loss 0.15830795496358455
step 8409, loss 0.157535554733759
step 8410, loss 0.1549276427330546
step 8411, loss 0.15652382217961303
step 8412, loss 0.1622630835454263
step 8413, loss 0.1659535316420136
step 8414, loss 0.17407883683972403
step 8415, loss 0.16905428898453276
step 8416, loss 0.16707137911426628
step 8417, loss 0.1590978557369793
step 8418, loss 0.16437305848315517
step 8419, loss 0.16228963143094027
step 8420, loss 0.1703892085534064
step 8421, loss 0.16890386196211526
step 8422, loss 0.1633254255554278
step 8423, loss 0.17007297566841836
step 8424, loss 0.1826130326805484
step 8425, loss 0.1868591212825154
step 8426, loss 0.19220994445051323
step 8427, loss 0.18930635481207583
step 8428, loss 0.18147683929618313
step 8429, loss 0.1748245101381789
step 8430, loss 0.17594996612156485
step 8431, loss 0.1734330238779043
step 8432, loss 0.1719430430423905
step 8433, loss 0.16974310073480214
step 8434, loss 0.1701007276167739
step 8435, loss 0.17315123582395334
step 8436, loss 0.1701934123442687
step 8437, loss 0.16755408505256036
step 8438, loss 0.16340204441238992
step 8439, loss 0.1683431121440788
step 8440, loss 0.16904699528801978
step 8441, loss 0.16602011821796187
step 8442, loss 0.16960397334810812
step 8443, loss 0.18134002660438464
step 8444, loss 0.17874483711771708
step 8445, loss 0.18147936416196117
step 8446, loss 0.18180817770237287
step 8447, loss 0.18985135025329497
step 8448, loss 0.1924582272757331
step 8449, loss 0.19951135963105318
step 8450, loss 0.19464583292516907
step 8451, loss 0.19640255506258764
step 8452, loss 0.21198398651559555
step 8453, loss 0.2088656093050188
step 8454, loss 0.20641771841369386
step 8455, loss 0.2098617528825013
step 8456, loss 0.21256156041762309
step 8457, loss 0.21377883053905733
step 8458, loss 0.2137697863318351
step 8459, loss 0.2013830924991811
step 8460, loss 0.1972207756308357
step 8461, loss 0.1923503695250428
step 8462, loss 0.19331776961572852
step 8463, loss 0.19667760907013315
step 8464, loss 0.19921369890927465
step 8465, loss 0.1990643087675499
step 8466, loss 0.19773839804384058
step 8467, loss 0.2091814866023029
step 8468, loss 0.20879038933129
step 8469, loss 0.21275123593101697
step 8470, loss 0.20805026117166697
step 8471, loss 0.2082976224112584
step 8472, loss 0.2096590613205499
step 8473, loss 0.20497613831275105
step 8474, loss 0.20622464284819425
step 8475, loss 0.20445082127024586
step 8476, loss 0.20361706500324478
step 8477, loss 0.20436194883352105
step 8478, loss 0.2057175458660625
step 8479, loss 0.20399314503588403
step 8480, loss 0.1924451731805634
step 8481, loss 0.19032794176023882
step 8482, loss 0.18796762620045257
step 8483, loss 0.17354475076168935
step 8484, loss 0.17330496414157892
step 8485, loss 0.16520439225721192
step 8486, loss 0.17038327579159587
step 8487, loss 0.16862484029941902
step 8488, loss 0.16108568425786327
step 8489, loss 0.1767692170960769
step 8490, loss 0.17481669805256114
step 8491, loss 0.1761020826262914
step 8492, loss 0.1848497396972194
step 8493, loss 0.1898719957113041
step 8494, loss 0.1856309897279537
step 8495, loss 0.18944630413435068
step 8496, loss 0.19506459286077768
step 8497, loss 0.1879914680146928
step 8498, loss 0.182800982507207
step 8499, loss 0.19200770030510844
step 8500, loss 0.18615798029386182
step 8501, loss 0.1826135951854275
step 8502, loss 0.17205380248226104
step 8503, loss 0.1744507582235102
step 8504, loss 0.1704171447081355
step 8505, loss 0.16567296592500697
step 8506, loss 0.16829260863161288
step 8507, loss 0.17065902361836616
step 8508, loss 0.17200046458452867
step 8509, loss 0.1698648468727761
step 8510, loss 0.17500823909713867
step 8511, loss 0.17876785702711978
step 8512, loss 0.1794404301691649
step 8513, loss 0.1733267714365063
step 8514, loss 0.17898291436884442
step 8515, loss 0.18476172913360872
step 8516, loss 0.17457396950645696
step 8517, loss 0.16817641853979334
step 8518, loss 0.16418698519192135
step 8519, loss 0.16935954323162433
step 8520, loss 0.1733470216162485
step 8521, loss 0.17103682053990502
step 8522, loss 0.17772358291960366
step 8523, loss 0.18342802942052433
step 8524, loss 0.19327283221711172
step 8525, loss 0.2016075848182689
step 8526, loss 0.20084555434948065
step 8527, loss 0.20469184357910628
step 8528, loss 0.2067786333470578
step 8529, loss 0.20211118705651476
step 8530, loss 0.20756871027572138
step 8531, loss 0.21319794526240096
step 8532, loss 0.2157954785574156
step 8533, loss 0.2160021570338617
step 8534, loss 0.21099120739225838
step 8535, loss 0.2097925889175322
step 8536, loss 0.2105043737007248
step 8537, loss 0.20811938863215457
step 8538, loss 0.2094997297634269
step 8539, loss 0.20962001808669437
step 8540, loss 0.20694733197855592
step 8541, loss 0.2022732722941128
step 8542, loss 0.19757498009649702
step 8543, loss 0.19587475392503548
step 8544, loss 0.20737503766968557
step 8545, loss 0.210582224726272
step 8546, loss 0.21327954071723731
step 8547, loss 0.2123086947616635
step 8548, loss 0.2130346565023093
step 8549, loss 0.21353730427399534
step 8550, loss 0.21077123910643392
step 8551, loss 0.2195744898658192
step 8552, loss 0.2190320867366668
step 8553, loss 0.21387165290716972
step 8554, loss 0.21625296624842602
step 8555, loss 0.21166733371326313
step 8556, loss 0.2097353127638309
step 8557, loss 0.21041066381691179
step 8558, loss 0.2088834369184817
step 8559, loss 0.2058762452604394
step 8560, loss 0.2092031039239783
step 8561, loss 0.19908141768948606
step 8562, loss 0.19417488584199286
step 8563, loss 0.19389204540203872
step 8564, loss 0.1942594008894342
step 8565, loss 0.19637917047008077
step 8566, loss 0.1961247897022742
step 8567, loss 0.2016227283364932
step 8568, loss 0.19888138517317774
step 8569, loss 0.20450928578893188
step 8570, loss 0.19119314718353608
step 8571, loss 0.1907187599072563
step 8572, loss 0.18979108316865928
step 8573, loss 0.18466048076600464
step 8574, loss 0.17827824400231806
step 8575, loss 0.17444246095149726
step 8576, loss 0.18077454491015385
step 8577, loss 0.18732281944354873
step 8578, loss 0.18848703135133238
step 8579, loss 0.18565160926354335
step 8580, loss 0.18585103359376556
step 8581, loss 0.18734777367015332
step 8582, loss 0.19476584252029347
step 8583, loss 0.19799511125364622
step 8584, loss 0.1844047601432686
step 8585, loss 0.18073002804020807
step 8586, loss 0.18662622548967392
step 8587, loss 0.18052729199376516
step 8588, loss 0.18765083757084738
step 8589, loss 0.1894455743465614
step 8590, loss 0.19449902707044409
step 8591, loss 0.19204264104697816
step 8592, loss 0.19313212085068565
step 8593, loss 0.185980156197849
step 8594, loss 0.18055306685093322
step 8595, loss 0.1784856481443937
step 8596, loss 0.1776730623624708
step 8597, loss 0.18000421137648692
step 8598, loss 0.18251382599208837
step 8599, loss 0.17646257093489842
step 8600, loss 0.17533205608374486
step 8601, loss 0.17332258665424535
step 8602, loss 0.1751652584421213
step 8603, loss 0.17583364778288385
step 8604, loss 0.16993127048189804
step 8605, loss 0.16515781906403929
step 8606, loss 0.1704248868866965
step 8607, loss 0.17076377720632
step 8608, loss 0.17277421341238478
step 8609, loss 0.1789970632126754
step 8610, loss 0.18501994631268015
step 8611, loss 0.1802948426149258
step 8612, loss 0.1809514323719116
step 8613, loss 0.1880796635014807
step 8614, loss 0.20274647330012874
step 8615, loss 0.203380949092808
